abbreviation	officialName	equation	subSystem	proteinClass	geneAssociation
LPLIPAL1G140pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)	[p] : 1agpg140 + h2o --> g3pg + h + ttdca	Glycerophospholipid Metabolism	3.1.1.5	b0494
LPLIPAL1G141pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)	[p] : 1agpg141 + h2o --> g3pg + h + ttdcea	Glycerophospholipid Metabolism	3.1.1.5	b0494
LPLIPAL1G160pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)	[p] : 1agpg160 + h2o --> g3pg + h + hdca	Glycerophospholipid Metabolism	3.1.1.5	b0494
LPLIPAL1G161pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)	[p] : 1agpg161 + h2o --> g3pg + h + hdcea	Glycerophospholipid Metabolism	3.1.1.5	b0494
LPLIPAL1G180pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)	[p] : 1agpg180 + h2o --> g3pg + h + ocdca	Glycerophospholipid Metabolism	3.1.1.5	b0494
LPLIPAL1G181pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)	[p] : 1agpg181 + h2o --> g3pg + h + ocdcea	Glycerophospholipid Metabolism	3.1.1.5	b0494
LPLIPAL2A120	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	[c] : 2ddecg3p + h2o --> ddca + glyc3p + (2) h	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2A140	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	[c] : 2tdecg3p + h2o --> glyc3p + (2) h + ttdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2A141	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	[c] : 2tdec7eg3p + h2o --> glyc3p + (2) h + ttdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2A160	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	[c] : 2hdecg3p + h2o --> glyc3p + (2) h + hdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2A161	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	[c] : 2hdec9eg3p + h2o --> glyc3p + (2) h + hdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2A180	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	[c] : 2odecg3p + h2o --> glyc3p + (2) h + ocdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2A181	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	[c] : 2odec11eg3p + h2o --> glyc3p + (2) h + ocdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2ATE120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)	[c] : 2agpe120 + pg120 --> apg120 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATE140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)	[c] : 2agpe140 + pg140 --> apg140 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATE141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)	[c] : 2agpe141 + pg141 --> apg141 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATE160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)	[c] : 2agpe160 + pg160 --> apg160 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATE161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)	[c] : 2agpe161 + pg161 --> apg161 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATE180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)	[c] : 2agpe180 + pg180 --> apg180 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATE181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)	[c] : 2agpe181 + pg181 --> apg181 + g3pe	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)	[c] : 2agpg120 + pg120 --> apg120 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)	[c] : 2agpg140 + pg140 --> apg140 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)	[c] : 2agpg141 + pg141 --> apg141 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)	[c] : 2agpg160 + pg160 --> apg160 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)	[c] : 2agpg161 + pg161 --> apg161 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)	[c] : 2agpg180 + pg180 --> apg180 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2ATG181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)	[c] : 2agpg181 + pg181 --> apg181 + g3pg	Glycerophospholipid Metabolism		b3825
LPLIPAL2E120	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	[c] : 2agpe120 + h2o --> ddca + g3pe + h	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2E140	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	[c] : 2agpe140 + h2o --> g3pe + h + ttdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2E141	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	[c] : 2agpe141 + h2o --> g3pe + h + ttdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2E160	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	[c] : 2agpe160 + h2o --> g3pe + h + hdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2E161	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	[c] : 2agpe161 + h2o --> g3pe + h + hdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2E180	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)	[c] : 2agpe180 + h2o --> g3pe + h + ocdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2E181	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)	[c] : 2agpe181 + h2o --> g3pe + h + ocdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G120	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)	[c] : 2agpg120 + h2o --> ddca + g3pg + h	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G140	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	[c] : 2agpg140 + h2o --> g3pg + h + ttdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G141	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	[c] : 2agpg141 + h2o --> g3pg + h + ttdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G160	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	[c] : 2agpg160 + h2o --> g3pg + h + hdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G161	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)	[c] : 2agpg161 + h2o --> g3pg + h + hdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G180	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	[c] : 2agpg180 + h2o --> g3pg + h + ocdca	Glycerophospholipid Metabolism	3.1.1.5	b3825
LPLIPAL2G181	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	[c] : 2agpg181 + h2o --> g3pg + h + ocdcea	Glycerophospholipid Metabolism	3.1.1.5	b3825
LSERDHr	L-serine dehydrogenase	[c] : nadp + ser-L <==> 2amsa + h + nadph	Glycine and Serine Metabolism		b1539
LYSabcpp	L-lysine transport via ABC system (periplasm)	atp[c] + h2o[c] + lys-L[p] --> adp[c] + h[c] + lys-L[c] + pi[c]	Transport, Inner Membrane		( b2310  and  b2307  and  b2306  and  b2308 )
LYSDC	lysine decarboxylase	[c] : h + lys-L --> 15dap + co2	Threonine and Lysine Metabolism	4.1.1.18	( b0186  or  b4131 )
LYSt2pp	L-lysine transport in via proton symport (periplasm)	h[p] + lys-L[p] --> h[c] + lys-L[c]	Transport, Inner Membrane		b2156
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	h[p] + lys-L[c] --> h[c] + lys-L[p]	Transport, Inner Membrane		b2923
LYStex	L-lysine transport via diffusion (extracellular to periplasm)	lys-L[e] <==> lys-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
LYSTRS	Lysyl-tRNA synthetase	[c] : atp + lys-L + trnalys --> amp + lystrna + ppi	tRNA Charging	6.1.1.6	( b2890  or  b4129 )
LYXI	Lyxose isomerase	[c] : lyx-L --> xylu-L	Alternate Carbon Metabolism		b3903
LYXt2pp	L-Lyxose transport via proton symport (periplasm)	h[p] + lyx-L[p] --> h[c] + lyx-L[c]	Transport, Inner Membrane		b3907
LYXtex	L-Lyxose transport via diffusion (extracellular to periplasm)	lyx-L[e] <==> lyx-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
M1PD	mannitol-1-phosphate 5-dehydrogenase	[c] : mnl1p + nad <==> f6p + h + nadh	Alternate Carbon Metabolism	1.1.1.17	b3600
MACPD	Malonyl-ACP decarboxylase	[c] : h + malACP --> acACP + co2	Membrane Lipid Metabolism		b2323
MALDDH	malate decarboxylating oxidoreductase (decarboxylating)	[c] : mal-D + nad --> co2 + nadh + pyr	Alternate Carbon Metabolism	1.1.1.83	b1800
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	(2) h[p] + mal-D[p] --> (2) h[c] + mal-D[c]	Transport, Inner Membrane		b3528
MALDtex	D-Malate transport via diffusion (extracellular to periplasm)	mal-D[e] <==> mal-D[p]	Transport, Outer Membrane Porin		( b1377  or  b0929  or  b2215  or  b0241 )
MALS	malate synthase	[c] : accoa + glx + h2o --> coa + h + mal-L	Anaplerotic Reactions	4.1.3.2	( b4014  or  b2976 )
MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	(2) h[p] + mal-L[p] --> (2) h[c] + mal-L[c]	Transport, Inner Membrane		b3528
MALt2_3pp	Malate transport via proton symport (3 H) (periplasm)	(3) h[p] + mal-L[p] --> (3) h[c] + mal-L[c]	Transport, Inner Membrane		( b4138  or  b4123 )
MALTabcpp	maltose transport via ABC system (periplasm)	atp[c] + h2o[c] + malt[p] --> adp[c] + h[c] + malt[c] + pi[c]	Transport, Inner Membrane		( b4034  and  b4033  and  b4032  and  b4035 )
MALTATr	maltose O-acetyltransferase	[c] : accoa + malt <==> acmalt + coa	Alternate Carbon Metabolism	2.3.1.79	b0459
MALtex	Malate transport via diffusion (extracellular to periplasm)	mal-L[e] <==> mal-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
MALTHXabcpp	maltohexaose transport via ABC system (periplasm)	atp[c] + h2o[c] + malthx[p] --> adp[c] + h[c] + malthx[c] + pi[c]	Transport, Inner Membrane		( b4034  and  b4033  and  b4032  and  b4035 )
MALTHXtexi	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	malthx[e] --> malthx[p]	Transport, Outer Membrane		b4036
MALTPTabcpp	maltopentaose transport via ABC system (periplasm)	atp[c] + h2o[c] + maltpt[p] --> adp[c] + h[c] + maltpt[c] + pi[c]	Transport, Inner Membrane		( b4034  and  b4033  and  b4032  and  b4035 )
MALTptspp	maltose transport via PEP:Pyr PTS (periplasm)	malt[p] + pep[c] --> malt6p[c] + pyr[c]	Transport, Inner Membrane		( b2417  and  b1621  and  b2415  and  b2416 )
MALTPTtexi	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	maltpt[e] --> maltpt[p]	Transport, Outer Membrane		b4036
MALTtexi	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	malt[e] --> malt[p]	Transport, Outer Membrane		b4036
MALTTRabcpp	Maltotriose transport via ABC system (periplasm)	atp[c] + h2o[c] + malttr[p] --> adp[c] + h[c] + malttr[c] + pi[c]	Transport, Inner Membrane		( b4034  and  b4033  and  b4032  and  b4035 )
MALTTRtexi	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	malttr[e] --> malttr[p]	Transport, Outer Membrane		b4036
MALTTTRabcpp	maltotetraose transport via ABC system (periplasm)	atp[c] + h2o[c] + maltttr[p] --> adp[c] + h[c] + maltttr[c] + pi[c]	Transport, Inner Membrane		( b4034  and  b4033  and  b4032  and  b4035 )
MALTTTRtexi	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	maltttr[e] --> maltttr[p]	Transport, Outer Membrane		b4036
MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)	[c] : gdp + h + man1p --> gdpmann + pi	Cell Envelope Biosynthesis	2.7.7.22	b2049
MAN6PI	mannose-6-phosphate isomerase	[c] : man6p <==> f6p	Alternate Carbon Metabolism	5.3.1.8	b1613
MAN6Pt6_2pp	Mannose-6-phosphate transport via phosphate antiport (periplasm)	man6p[p] + (2) pi[c] --> man6p[c] + (2) pi[p]	Transport, Inner Membrane		b3666
MAN6Ptex	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	man6p[e] <==> man6p[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
MANAO	Mannonate oxidoreductase	[c] : mana + nad <==> fruur + h + nadh	Alternate Carbon Metabolism	1.1.1.57	b4323
MANGLYCptspp	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	manglyc[p] + pep[c] --> man6pglyc[c] + pyr[c]	Transport, Inner Membrane		( b0731  and  b2415  and  b2416 )
MANGLYCtex	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	manglyc[e] <==> manglyc[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	[c] : h2o + man6pglyc --> glyc-R + man6p	Alternate Carbon Metabolism		b0732
MANptspp	D-mannose transport via PEP:Pyr PTS (periplasm)	man[p] + pep[c] --> man6p[c] + pyr[c]	Transport, Inner Membrane		( b1817  and  b1818  and  b1819  and  b2415  and  b2416 )
MANtex	D-mannose transport via diffusion (extracellular to periplasm)	man[e] <==> man[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
MCITD	2-methylcitrate dehydratase	[c] : 2mcit --> 2mcacn + h2o	Alternate Carbon Metabolism	4.2.1.79	b0334
MCITL2	methylisocitrate lyase	[c] : micit <==> pyr + succ	Alternate Carbon Metabolism	4.1.3.30	b0331
MCITS	2-methylcitrate synthase	[c] : h2o + oaa + ppcoa --> 2mcit + coa + h	Alternate Carbon Metabolism	4.1.3.31	b0333
MCOATA	Malonyl-CoA-ACP transacylase	[c] : ACP + malcoa <==> coa + malACP	Membrane Lipid Metabolism	2.3.1.39	( b1094  and  b1092 )
MCPST	3-mercaptopyruvate sulfurtransferase	[c] : cyan + mercppyr --> h + pyr + tcynt	Cysteine Metabolism	2.8.1.2	b2521
MCTP1App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	[p] : murein5p5p --> ala-D + murein5px4p	Murein Biosynthesis		( b0084  or  b0635  or  b0149  or  b3396 )
MCTP1Bpp	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	[p] : murein5p5p --> alaala + murein5px3p	Murein Biosynthesis		( b0149  or  b3396 )
MCTP2App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	Murein Biosynthesis		( b0084  or  b0635  or  b3396  or  b0149 )
MDDCP1pp	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	[p] : h2o + murein5px4p --> ala-D + murein4px4p	Murein Biosynthesis	3.4.16.4	( b0632  or  b3182  or  b0839  or  b2010 )
MDDCP2pp	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	Murein Biosynthesis	3.4.16.4	( b0632  or  b3182  or  b0839  or  b2010 )
MDDCP3pp	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	[p] : h2o + murein5p5p --> ala-D + murein5p4p	Murein Biosynthesis	3.4.16.4	( b0632  or  b3182  or  b0839  or  b2010 )
MDDCP4pp	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	[p] : h2o + murein5p4p --> ala-D + murein4p4p	Murein Biosynthesis	3.4.16.4	( b0632  or  b3182  or  b0839  or  b2010 )
MDDCP5pp	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	[p] : h2o + murein5p3p --> ala-D + murein4p3p	Murein Biosynthesis	3.4.16.4	( b0632  or  b3182  or  b0839  or  b2010 )
MDDEP1pp	murein D,D-endopeptidase (murein4px4p) (periplasm)	[p] : h2o + murein4px4p --> murein4p4p	Murein Recycling		( b3182  or  b2328  or  b2134 )
MDDEP2pp	murein D,D-endopeptidase (murein3px4p) (periplasm)	[p] : h2o + murein3px4p --> murein4p3p	Murein Recycling		( b3182  or  b2328  or  b2134 )
MDDEP3pp	murein D,D-endopeptidase (murein5px4p) (periplasm)	[p] : h2o + murein5px4p --> murein5p4p	Murein Recycling		( b3182  or  b2328  or  b2134 )
MDDEP4pp	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	[p] : h2o + murein4px4px4p --> murein4px4p4p	Murein Recycling		( b3182  or  b2328  or  b2134 )
MDH	malate dehydrogenase	[c] : mal-L + nad <==> h + nadh + oaa	Citric Acid Cycle	1.1.1.37	b3236
MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	[c] : mal-L + q8 --> oaa + q8h2	Citric Acid Cycle	1.1.99.16	b2210
MDH3	Malate dehydrogenase (menaquinone 8 as acceptor)	[c] : mal-L + mqn8 --> mql8 + oaa	Citric Acid Cycle	1.1.99.16	b2210
MDRPD	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	[c] : 5mdru1p --> dkmpp + h2o	Arginine and Proline Metabolism		
ME1	malic enzyme (NAD)	[c] : mal-L + nad --> co2 + nadh + pyr	Anaplerotic Reactions	1.1.1.38	b1479
ME2	malic enzyme (NADP)	[c] : mal-L + nadp --> co2 + nadph + pyr	Anaplerotic Reactions	1.1.1.40	b2463
MECDPDH2	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	[c] : 2mecdp + nadh --> h2mb4p + h2o + nad	Cofactor and Prosthetic Group Biosynthesis		b2515
MECDPS	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	[c] : 2p4c2me --> 2mecdp + cmp	Cofactor and Prosthetic Group Biosynthesis		b2746
MELIBt2pp	melibiose transport in via symport (periplasm)	h[p] + melib[p] --> h[c] + melib[c]	Transport, Inner Membrane		b4120
MELIBt3ipp	melibiose transport in via antiport (periplasm)	h[p] + melib[c] --> h[c] + melib[p]	Transport, Inner Membrane		b1528
MELIBtex	melibiose transport via diffusion (extracellular to periplasm)	melib[e] <==> melib[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
MEPCT	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	[c] : 2me4p + ctp + h --> 4c2me + ppi	Cofactor and Prosthetic Group Biosynthesis		b2747
METabcpp	L-methionine transport via ABC system (periplasm)	atp[c] + h2o[c] + met-L[p] --> adp[c] + h[c] + met-L[c] + pi[c]	Transport, Inner Membrane		( b0198  and  b0199  and  b0197 )
METAT	methionine adenosyltransferase	[c] : atp + h2o + met-L --> amet + pi + ppi	Methionine Metabolism	2.5.1.6	b2942
METDabcpp	D-methionine transport via ABC system (periplasm)	atp[c] + h2o[c] + met-D[p] --> adp[c] + h[c] + met-D[c] + pi[c]	Transport, Inner Membrane		( b0198  and  b0199  and  b0197 )
METDtex	D-methionine transport via diffusion (extracellular to periplasm)	met-D[e] <==> met-D[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
METOX1s	methionine oxidation (spontaneous)	[c] : h2o2 + met-L --> h2o + metsox-S-L	Methionine Metabolism		s0001
METOX2s	methionine oxidation 2 (spontaneous)	[c] : h2o2 + met-L --> h2o + metsox-R-L	Methionine Metabolism		s0001
METS	methionine synthase	[c] : 5mthf + hcys-L --> h + met-L + thf	Methionine Metabolism	2.1.1.13	( b4019  or  b3829 )
METSOX1abcpp	L-methionine S-oxide transport via ABC system (periplasm)	atp[c] + h2o[c] + metsox-S-L[p] --> adp[c] + h[c] + metsox-S-L[c] + pi[c]	Transport, Inner Membrane		
METSOX1tex	L-methionine S-oxide diffusion (extracellular)	metsox-S-L[e] <==> metsox-S-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	atp[c] + h2o[c] + metsox-R-L[p] --> adp[c] + h[c] + metsox-R-L[c] + pi[c]	Transport, Inner Membrane		
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	metsox-R-L[e] <==> metsox-R-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
METSOXR1	L-methionine-S-oxide reductase	[c] : metsox-S-L + trdrd --> h2o + met-L + trdox	Methionine Metabolism	1.8.4.5	( ( b4219  and  b2582 )  or  ( b4219  and  b3781 ) )
METSOXR2	L-methionine-R-sulfoxide reductase	[c] : metsox-R-L + trdrd --> h2o + met-L + trdox	Methionine Metabolism		( ( b1778  and  b2582 )  or  ( b1778  and  b3781 ) )
METtex	L-methionine transport via diffusion (extracellular to periplasm)	met-L[e] <==> met-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
METTRS	Methionyl-tRNA synthetase	[c] : atp + met-L + trnamet --> amp + mettrna + ppi	tRNA Charging	6.1.1.10	b2114
MG2t3_2pp	magnesium (Mg+2) transport in/out via proton antiport (periplasm)	(2) h[c] + mg2[p] <==> (2) h[p] + mg2[c]	Inorganic Ion Transport and Metabolism		
MG2tex	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	mg2[e] <==> mg2[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
MG2tpp	magnesium (+2) transport in via diffusion	mg2[p] --> mg2[c]	Inorganic Ion Transport and Metabolism		b3816
MG2uabcpp	Magnesium (Mg+2) ABC transporter (ubtake, periplasm)	atp[c] + h2o[c] + mg2[p] --> adp[c] + h[c] + mg2[c] + pi[c]	Inorganic Ion Transport and Metabolism		b4242
MGSA	methylglyoxal synthase	[c] : dhap --> mthgxl + pi	Methylglyoxal Metabolism	4.2.3.3	b0963
MI1PP	myo-inositol 1-phosphatase	[c] : h2o + mi1p-D --> inost + pi	Cell Envelope Biosynthesis	3.1.3.25	b2533
MICITD	2-methylisocitrate dehydratase	[c] : 2mcacn + h2o --> micit	Alternate Carbon Metabolism	4.2.1.99	b0118
MINOHPtexi	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	minohp[e] --> minohp[p]	Transport, Outer Membrane		
MLDCP1App	murein L,D-carboxypeptidase (murein5px4p) (periplasm)	[p] : h2o + murein5px4p --> alaala + murein3px4p	Murein Biosynthesis	3.4.17.13	
MLDCP1Bpp	murein L,D-carboxypeptidase (murein4p4p) (periplasm)	[p] : h2o + murein4p4p --> ala-D + murein4p3p	Murein Biosynthesis	3.4.17.13	
MLDCP2App	murein L,D-carboxypeptidase (murein5p5p) (periplasm)	[p] : h2o + murein5p5p --> alaala + murein5p3p	Murein Biosynthesis	3.4.17.13	
MLDCP2Bpp	murein L,D-carboxypeptidase (murein4p3p) (periplasm)	[p] : h2o + murein4p3p --> ala-D + murein3p3p	Murein Biosynthesis	3.4.17.13	
MLDCP3App	murein L,D-carboxypeptidase (murein5px3p) (periplasm)	[p] : h2o + murein5px3p --> alaala + murein3px3p	Murein Biosynthesis	3.4.17.13	
