abbreviation	lowbnd	uppbnd	obj_coef	equation	officialName	geneAssociation	subsystem
GGGABAH	0	1e3	0	h2o_c + gg4abut_c --> 4abut_c + glu__L_c	Gamma-glutamyl-gamma-aminobutyric acid hydrolase	b1298	Alternate Carbon Metabolism
GGPTRCO	0	1e3	0	h2o_c + o2_c + ggptrc_c --> nh4_c + h2o2_c + ggbutal_c	Gamma glutamyl putrescine oxidase	b1301	Alternate Carbon Metabolism
GGPTRCS	0	1e3	0	atp_c + glu__L_c + ptrc_c --> adp_c + h_c + pi_c + ggptrc_c	Gamma glutamyl putrescine synthase	b1297	Alternate Carbon Metabolism
GHBDHx	-1e3	1e3	0	h_c + nadh_c + sucsal_c <==> nad_c + ghb_c	Gamma-hydroxybutyrate dehydrogenase (NADH)	b3882	Arginine and Proline Metabolism
GHMT2r	-1e3	1e3	0	thf_c + ser__L_c <==> h2o_c + gly_c + mlthf_c	Glycine hydroxymethyltransferase, reversible	b2551	Glycine and Serine Metabolism
GK1	-1e3	1e3	0	atp_c + gmp_c <==> adp_c + gdp_c	Guanylate kinase (GMP:ATP)	b3648	Nucleotide Salvage Pathway
GLBRAN2	0	1e3	0	glycogen_c --> bglycogen_c	1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)	b3432	Glycolysis/Gluconeogenesis
GLCATr	-1e3	1e3	0	accoa_c + glc__D_c <==> coa_c + acglc__D_c	D-glucose O-acetyltransferase	b0459	Alternate Carbon Metabolism
GLCDpp	0	1e3	0	h2o_p + q8_c + glc__D_p --> h_p + q8h2_c + glcn_p	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	b0124 or b0837	Oxidative Phosphorylation
GLCNt2rpp	-1e3	1e3	0	h_p + glcn_p <==> h_c + glcn_c	D-gluconate transport via proton symport, reversible (periplasm)	b4321 or b4476 or b3415 or b4265	Transport, Inner Membrane
GLCNtex	-1e3	1e3	0	glcn_e <==> glcn_p	D-gluconate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLCP	0	1e3	0	pi_c + glycogen_c --> g1p_c	Glycogen phosphorylase	b3428 or b3417	Glycolysis/Gluconeogenesis
GLCP2	0	1e3	0	pi_c + bglycogen_c --> g1p_c	Glycogen phosphorylase	b3417 or b3428	Glycolysis/Gluconeogenesis
GLCRAL	0	1e3	0	5dh4dglc_c --> pyr_c + 2h3oppan_c	5-dehydro-4-deoxyglucarate aldolase	b3126	Alternate Carbon Metabolism
GLCRD	0	1e3	0	glcr_c --> h2o_c + 5dh4dglc_c	Glucarate dehydratase	b2788 or b2787	Alternate Carbon Metabolism
GLCRt2rpp	-1e3	1e3	0	h_p + glcr_p <==> h_c + glcr_c	D-glucarate transport via proton symport, reversible (periplasm)	b3127 or b2789	Transport, Inner Membrane
GLCRtex	-1e3	1e3	0	glcr_e <==> glcr_p	D-glucarate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLCS1	0	1e3	0	adpglc_c --> adp_c + h_c + glycogen_c	Glycogen synthase (ADPGlc)	b3429	Glycolysis/Gluconeogenesis
GLCTR1	0	1e3	0	udpg_c + icolipa_c --> h_c + udp_c + gicolipa_c	Glucosyltransferase I (LPS core synthesis)	b3631	Lipopolysaccharide Biosynthesis / Recycling
GLCTR2	0	1e3	0	gagicolipa_c + udpg_c --> h_c + udp_c + ggagicolipa_c	Glucosyltransferase II (LPS core synthesis)	b3627	Lipopolysaccharide Biosynthesis / Recycling
GLCTR3	0	1e3	0	udpg_c + ggagicolipa_c --> h_c + udp_c + gggagicolipa_c	Glucosyltransferase III (LPS core synthesis)	b3626	Lipopolysaccharide Biosynthesis / Recycling
GLCUR1Ptex	-1e3	1e3	0	glcur1p_e <==> glcur1p_p	D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLCURt2rpp	-1e3	1e3	0	h_p + glcur_p <==> h_c + glcur_c	D-glucuronate transport via proton symport, reversible (periplasm)	b3909 or b3093	Transport, Inner Membrane
GLCURtex	-1e3	1e3	0	glcur_e <==> glcur_p	D-glucuronat transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLCabcpp	0	1e3	0	atp_c + h2o_c + glc__D_p --> adp_c + h_c + pi_c + glc__D_c	D-glucose transport via ABC system (periplasm)	b2149 and b2150 and b2148	Transport, Inner Membrane
GLCptspp	0	1e3	0	pep_c + glc__D_p --> g6p_c + pyr_c	D-glucose transport via PEP:Pyr PTS (periplasm)	(b2417 and b1621 and b2415 and b2416) or (b2417 and b1101 and b2415 and b2416) or (b1817 and b1818 and b1819 and b2415 and b2416)	Transport, Inner Membrane
GLCt2pp	0	1e3	0	h_p + glc__D_p --> h_c + glc__D_c	D-glucose transport in via proton symport (periplasm)	b2943	Transport, Inner Membrane
GLCtex_copy1	-1e3	1e3	0	glc__D_e <==> glc__D_p	Glucose transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLCtex_copy2	0	1e3	0	glc__D_e --> glc__D_p	Glucose transport via diffusion (extracellular to periplasm)	b4036	Transport, Outer Membrane
GLDBRAN2	0	1e3	0	bglycogen_c --> glycogen_c	Glycogen debranching enzyme (bglycogen -> glycogen)	b3431	Glycolysis/Gluconeogenesis
GLGC	0	1e3	0	atp_c + h_c + g1p_c --> ppi_c + adpglc_c	Glucose-1-phosphate adenylyltransferase	b3430	Glycolysis/Gluconeogenesis
GLNS	0	1e3	0	atp_c + nh4_c + glu__L_c --> adp_c + h_c + pi_c + gln__L_c	Glutamine synthetase	b3870 or b1297	Glutamate Metabolism
GLNTRS	0	1e3	0	atp_c + gln__L_c + trnagln_c --> amp_c + ppi_c + glntrna_c	Glutaminyl-tRNA synthetase	b0680	tRNA Charging
GLNabcpp	0	1e3	0	atp_c + h2o_c + gln__L_p --> adp_c + h_c + pi_c + gln__L_c	L-glutamine transport via ABC system (periplasm)	b0811 and b0810 and b0809	Transport, Inner Membrane
GLNtex	-1e3	1e3	0	gln__L_e <==> gln__L_p	L-glutamine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLTPD	-1e3	1e3	0	nad_c + galt1p_c <==> h_c + nadh_c + tag6p__D_c	Galactitol-1-phosphate dehydrogenase	b2091	Alternate Carbon Metabolism
GLU5K	0	1e3	0	atp_c + glu__L_c --> adp_c + glu5p_c	Glutamate 5-kinase	b0242	Arginine and Proline Metabolism
GLUABUTt7pp	-1e3	1e3	0	4abut_c + glu__L_p <==> glu__L_c + 4abut_p	4-aminobutyrate/glutamate antiport (periplasm)	b1492	Transport, Inner Membrane
GLUCYS	0	1e3	0	atp_c + glu__L_c + cys__L_c --> adp_c + h_c + pi_c + glucys_c	Gamma-glutamylcysteine synthetase	b2688	Cofactor and Prosthetic Group Biosynthesis
GLUDC	0	1e3	0	h_c + glu__L_c --> co2_c + 4abut_c	Glutamate Decarboxylase	b3517 or b1493	Glutamate Metabolism
GLUDy	-1e3	1e3	0	h2o_c + nadp_c + glu__L_c <==> h_c + nadph_c + nh4_c + akg_c	Glutamate dehydrogenase (NADP)	b1761	Glutamate Metabolism
GLUN	0	1e3	0	h2o_c + gln__L_c --> nh4_c + glu__L_c	Glutaminase	b1812 or b0485 or b1524	Glutamate Metabolism
GLUNpp	0	1e3	0	h2o_p + gln__L_p --> nh4_p + glu__L_p	Glutaminase	b2957	Glutamate Metabolism
GLUPRT	0	1e3	0	h2o_c + gln__L_c + prpp_c --> ppi_c + glu__L_c + pram_c	Glutamine phosphoribosyldiphosphate amidotransferase	b2312	Purine and Pyrimidine Biosynthesis
GLUR	-1e3	1e3	0	glu__D_c <==> glu__L_c	Glutamate racemase	b3967	Cell Envelope Biosynthesis
GLUSy	0	1e3	0	h_c + nadph_c + akg_c + gln__L_c --> nadp_c + (2) glu__L_c	Glutamate synthase (NADPH)	b3212 and b3213	Glutamate Metabolism
GLUTRR	0	1e3	0	h_c + nadph_c + glutrna_c --> nadp_c + glu1sa_c + trnaglu_c	Glutamyl-tRNA reductase	b1210	Cofactor and Prosthetic Group Biosynthesis
GLUTRS	0	1e3	0	atp_c + glu__L_c + trnaglu_c --> amp_c + ppi_c + glutrna_c	Glutamyl-tRNA synthetase	b2400	Cofactor and Prosthetic Group Biosynthesis
GLUabcpp	0	1e3	0	atp_c + h2o_c + glu__L_p --> adp_c + h_c + pi_c + glu__L_c	L-glutamate transport via ABC system (periplasm)	b0655 and b0654 and b0653 and b0652	Transport, Inner Membrane
GLUt2rpp	-1e3	1e3	0	h_p + glu__L_p <==> h_c + glu__L_c	L-glutamate transport via proton symport, reversible (periplasm)	b4077	Transport, Inner Membrane
GLUt4pp	0	1e3	0	na1_p + glu__L_p --> glu__L_c + na1_c	Na+/glutamate symport (periplasm)	b3653	Transport, Inner Membrane
GLUtex	-1e3	1e3	0	glu__L_e <==> glu__L_p	L-glutamate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLXCL	0	1e3	0	h_c + (2) glx_c --> co2_c + 2h3oppan_c	Glyoxalate carboligase	b0507	Glyoxylate Metabolism
GLYALDtex	-1e3	1e3	0	glyald_e <==> glyald_p	Glyceraldehyde transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLYALDtpp	-1e3	1e3	0	glyald_p <==> glyald_c	Glyceraldehyde facilitated diffusion (periplasm)	b3927	Transport, Inner Membrane
GLYAT	-1e3	1e3	0	accoa_c + gly_c <==> coa_c + 2aobut_c	Glycine C-acetyltransferase	b3617	Glycine and Serine Metabolism
GLYBabcpp	0	1e3	0	atp_c + h2o_c + glyb_p --> adp_c + h_c + pi_c + glyb_c	Glycine betaine transport via ABC system (periplasm)	b2128 and b2129 and b2130 and b2131	Transport, Inner Membrane
GLYBt2pp	0	1e3	0	h_p + glyb_p --> h_c + glyb_c	Glycine betaine transport via proton symport (periplasm)	b1801 or b4111	Transport, Inner Membrane
GLYBtex	-1e3	1e3	0	glyb_e <==> glyb_p	Glycine betaine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLYC2Pabcpp	0	1e3	0	atp_c + h2o_c + glyc2p_p --> adp_c + h_c + pi_c + glyc2p_c	Sn-Glycerol 2-phosphate transport via ABC system (periplasm)	b3452 and b3453 and b3450 and b3451	Transport, Inner Membrane
GLYC2Ptex	-1e3	1e3	0	glyc2p_e <==> glyc2p_p	Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)	b2215 or b0241 or b0929 or b1377	Transport, Outer Membrane Porin
GLYC3Pabcpp	0	1e3	0	atp_c + h2o_c + glyc3p_p --> adp_c + h_c + pi_c + glyc3p_c	Sn-Glycerol 3-phosphate transport via ABC system (periplasm)	b3452 and b3453 and b3450 and b3451	Transport, Inner Membrane
GLYC3Pt6pp	0	1e3	0	pi_c + glyc3p_p --> pi_p + glyc3p_c	Glycerol-3-phosphate : phosphate antiporter (periplasm)	b2240	Transport, Inner Membrane
GLYC3Ptex	-1e3	1e3	0	glyc3p_e <==> glyc3p_p	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLYCAt2rpp	-1e3	1e3	0	h_p + glyc__R_p <==> h_c + glyc__R_c	D-glycerate transport via proton symport, reversible (periplasm)	b2789 or b3127	Transport, Inner Membrane
GLYCAtex	-1e3	1e3	0	glyc__R_e <==> glyc__R_p	D-glycerate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLYCDx	0	1e3	0	nad_c + glyc_c --> h_c + nadh_c + dha_c	Glycerol dehydrogenase	b3945	Alternate Carbon Metabolism
GLYCK	0	1e3	0	atp_c + glyc__R_c --> adp_c + h_c + 3pg_c	Glycerate kinase	b0514	Glyoxylate Metabolism
GLYCK2	0	1e3	0	atp_c + glyc__R_c --> adp_c + h_c + 2pg_c	Glycerate kinase	b3124	Glycine and Serine Metabolism
GLYCL	0	1e3	0	nad_c + thf_c + gly_c --> nadh_c + nh4_c + co2_c + mlthf_c	Glycine Cleavage System	b2904 and b2903 and b2905 and b0116	Folate Metabolism
GLYCLTDx	0	1e3	0	h_c + nadh_c + glx_c --> nad_c + glyclt_c	Glycolate dehydrogenase (NAD)	b3553 or b1033	Glyoxylate Metabolism
GLYCLTDy	0	1e3	0	h_c + nadph_c + glx_c --> nadp_c + glyclt_c	Glycolate dehydrogenase (NADP)	b1033 or b3553	Glyoxylate Metabolism
GLYCLTt2rpp	-1e3	1e3	0	h_p + glyclt_p <==> h_c + glyclt_c	Glycolate transport via proton symport, reversible (periplasm)	b3603 or b2975	Transport, Inner Membrane
GLYCLTt4pp	0	1e3	0	na1_p + glyclt_p --> na1_c + glyclt_c	Glycolate transport via sodium symport (periplasm)	b4067	Transport, Inner Membrane
GLYCLTtex	-1e3	1e3	0	glyclt_e <==> glyclt_p	Glycolate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLYCTO2	0	1e3	0	q8_c + glyclt_c --> q8h2_c + glx_c	Glycolate oxidase	b2979 and b4467 and b4468	Alternate Carbon Metabolism
GLYCTO3	0	1e3	0	mqn8_c + glyclt_c --> mql8_c + glx_c	Glycolate oxidase	b2979 and b4467 and b4468	Alternate Carbon Metabolism
GLYCTO4	0	1e3	0	2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c	Glycolate oxidase	b2979 and b4467 and b4468	Alternate Carbon Metabolism
GLYCtex	-1e3	1e3	0	glyc_e <==> glyc_p	Glycerol transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GLYCtpp	-1e3	1e3	0	glyc_c <==> glyc_p	Glycerol transport via channel (periplasm)	b3927 or s0001	Transport, Inner Membrane
GLYK	0	1e3	0	atp_c + glyc_c --> adp_c + h_c + glyc3p_c	Glycerol kinase	b3926	Alternate Carbon Metabolism
GLYOX	0	1e3	0	h2o_c + lgt__S_c --> h_c + lac__D_c + gthrd_c	Hydroxyacylglutathione hydrolase	b0212	Methylglyoxal Metabolism
GLYOX3	0	1e3	0	h2o_c + mthgxl_c --> h_c + lac__D_c	Glyoxalase III		Methylglyoxal Metabolism
GLYTRS	0	1e3	0	atp_c + gly_c + trnagly_c --> amp_c + ppi_c + glytrna_c	Glycyl-tRNA synthetase	b3559 and b3560	tRNA Charging
GLYt2pp_copy1	0	1e3	0	h_p + gly_p --> h_c + gly_c	Glycine transport in via proton symport (periplasm)	b4208 or b1801	Transport, Inner Membrane
GLYt2pp_copy2	-1e3	1e3	0	h_p + gly_p <==> h_c + gly_c	Glycine transport in via proton symport (periplasm)		Transport, Inner Membrane
GLYt4pp	0	1e3	0	na1_p + gly_p --> na1_c + gly_c	Glycine transport in via sodium symport (periplasm)	b0007	Transport, Inner Membrane
GLYtex	-1e3	1e3	0	gly_e <==> gly_p	Glycine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GMAND	0	1e3	0	gdpmann_c --> h2o_c + gdpddman_c	GDP-D-mannose dehydratase	b2053	Cell Envelope Biosynthesis
GMHEPAT	0	1e3	0	atp_c + h_c + gmhep1p_c --> ppi_c + adphep_DD_c	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	b3052	Lipopolysaccharide Biosynthesis / Recycling
GMHEPK	0	1e3	0	atp_c + gmhep7p_c --> adp_c + h_c + gmhep17bp_c	D-glycero-D-manno-heptose 7-phosphate kinase	b3052	Lipopolysaccharide Biosynthesis / Recycling
GMHEPPA	0	1e3	0	h2o_c + gmhep17bp_c --> pi_c + gmhep1p_c	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	b0200	Lipopolysaccharide Biosynthesis / Recycling
GMPR	0	1e3	0	(2) h_c + nadph_c + gmp_c --> nadp_c + nh4_c + imp_c	GMP reductase	b0104	Purine and Pyrimidine Biosynthesis
GMPS2	0	1e3	0	atp_c + h2o_c + gln__L_c + xmp_c --> (2) h_c + amp_c + ppi_c + glu__L_c + gmp_c	GMP synthase	b2507	Purine and Pyrimidine Biosynthesis
GMPtex	-1e3	1e3	0	gmp_e <==> gmp_p	GMP transport via diffusion (extracellular to periplasm)	b1377 or b2215 or b0241 or b0929	Transport, Outer Membrane Porin
GND	0	1e3	0	nadp_c + 6pgc_c --> nadph_c + co2_c + ru5p__D_c	Phosphogluconate dehydrogenase	b2029	Pentose Phosphate Pathway
GNK	0	1e3	0	atp_c + glcn_c --> adp_c + h_c + 6pgc_c	Gluconokinase	b4268 or b3437	Alternate Carbon Metabolism
GOFUCR	0	1e3	0	h_c + nadph_c + gdpofuc_c --> nadp_c + gdpfuc_c	GDP-4-oxo-L-fucose reductase	b2052	Cell Envelope Biosynthesis
GP4GH	0	1e3	0	h2o_c + gp4g_c --> (2) h_c + (2) gdp_c	Gp4G hydrolase	b0049	Nucleotide Salvage Pathway
GPDDA1	0	1e3	0	h2o_c + g3pc_c --> h_c + glyc3p_c + chol_c	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	b3449	Glycerophospholipid Metabolism
GPDDA1pp	0	1e3	0	h2o_p + g3pc_p --> h_p + chol_p + glyc3p_p	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	b2239	Glycerophospholipid Metabolism
GPDDA2	0	1e3	0	h2o_c + g3pe_c --> h_c + glyc3p_c + etha_c	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	b3449	Glycerophospholipid Metabolism
GPDDA2pp	0	1e3	0	h2o_p + g3pe_p --> h_p + etha_p + glyc3p_p	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	b2239	Glycerophospholipid Metabolism
GPDDA3	0	1e3	0	h2o_c + g3ps_c --> h_c + glyc3p_c + ser__L_c	Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	b3449	Glycerophospholipid Metabolism
GPDDA3pp	0	1e3	0	h2o_p + g3ps_p --> h_p + glyc3p_p + ser__L_p	Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	b2239	Glycerophospholipid Metabolism
GPDDA4	0	1e3	0	h2o_c + g3pg_c --> h_c + glyc_c + glyc3p_c	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	b3449	Glycerophospholipid Metabolism
GPDDA4pp	0	1e3	0	h2o_p + g3pg_p --> h_p + glyc_p + glyc3p_p	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	b2239	Glycerophospholipid Metabolism
GPDDA5	0	1e3	0	h2o_c + g3pi_c --> h_c + glyc3p_c + inost_c	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	b3449	Glycerophospholipid Metabolism
GPDDA5pp	0	1e3	0	h2o_p + g3pi_p --> h_p + glyc3p_p + inost_p	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	b2239	Glycerophospholipid Metabolism
GRTT	0	1e3	0	grdp_c + ipdp_c --> ppi_c + frdp_c	Geranyltranstransferase	b0421	Cofactor and Prosthetic Group Biosynthesis
GRXR	0	1e3	0	(2) gthrd_c + grxox_c --> gthox_c + grxrd_c	Glutaredoxin reductase	b1064 or b3610 or b1654 or b0849	Unassigned
GSNK	0	1e3	0	atp_c + gsn_c --> adp_c + h_c + gmp_c	Guanosine kinase	b0477	Nucleotide Salvage Pathway
GSNt2pp	0	1e3	0	h_p + gsn_p --> h_c + gsn_c	Guanosine transport in via proton symport (periplasm)	b2964	Transport, Inner Membrane
GSNtex	-1e3	1e3	0	gsn_e <==> gsn_p	Guanosine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GSPMDA	0	1e3	0	h2o_c + gtspmd_c --> gthrd_c + spmd_c	Glutathionylspermidine amidase	b2988	Arginine and Proline Metabolism
GSPMDS	0	1e3	0	atp_c + gthrd_c + spmd_c --> adp_c + h_c + pi_c + gtspmd_c	Glutathionylspermidine synthetase	b2988	Arginine and Proline Metabolism
GTHOXtex	-1e3	1e3	0	gthox_e <==> gthox_p	Glutathione (ox) transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GTHOr	-1e3	1e3	0	h_c + nadph_c + gthox_c <==> nadp_c + (2) gthrd_c	Glutathione oxidoreductase	b3500	Cofactor and Prosthetic Group Biosynthesis
GTHPi	0	1e3	0	h2o2_c + (2) gthrd_c --> (2) h2o_c + gthox_c	Glutathione peridoxase	b1710	Unassigned
GTHRDHpp	0	1e3	0	h2o_p + gthrd_p --> cgly_p + glu__L_p	Glutathione hydralase (periplasmic)	b3447	Cofactor and Prosthetic Group Biosynthesis
GTHRDabc2pp	0	1e3	0	atp_c + h2o_c + gthrd_c --> adp_c + h_c + pi_c + gthrd_p	Glutathione export via ABC system (cytoplasm to periplasm)	b0886 and b0887	Transport, Inner Membrane
GTHRDabcpp	0	1e3	0	atp_c + h2o_c + gthrd_p --> adp_c + h_c + pi_c + gthrd_c	Reduced glutathione via ABC system (periplasm)	b0829 and b0830 and b0831 and b0832	Transport, Inner Membrane
GTHRDtex	-1e3	1e3	0	gthrd_e <==> gthrd_p	Glutathione transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GTHS	0	1e3	0	atp_c + gly_c + glucys_c --> adp_c + h_c + pi_c + gthrd_c	Glutathione synthetase	b2947	Cofactor and Prosthetic Group Biosynthesis
GTPCI	0	1e3	0	h2o_c + gtp_c --> h_c + for_c + ahdt_c	GTP cyclohydrolase I	b2153	Cofactor and Prosthetic Group Biosynthesis
GTPCII2	0	1e3	0	(3) h2o_c + gtp_c --> (2) h_c + ppi_c + for_c + 25drapp_c	GTP cyclohydrolase II (25drapp)	b1277	Cofactor and Prosthetic Group Biosynthesis
GTPDPDP	0	1e3	0	h2o_c + gdptp_c --> h_c + pi_c + ppgpp_c	Guanosine-5'-triphosphate,3'-diphosphate diphosphatase	b3779	Cofactor and Prosthetic Group Biosynthesis
GTPDPK	0	1e3	0	atp_c + gtp_c --> h_c + amp_c + gdptp_c	GTP diphosphokinase	b2784	Cofactor and Prosthetic Group Biosynthesis
GTPHs	0	1e3	0	h2o_c + h_c + gtp_c --> nh4_c + xtp_c	GTP amine hydrolysis (spontaneous)	s0001	Nucleotide Salvage Pathway
GTPtex	-1e3	1e3	0	gtp_e <==> gtp_p	GTP transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
GUACYC	0	1e3	0	gtp_c --> ppi_c + 35cgmp_c	Guanylate cyclase		Nucleotide Salvage Pathway
GUAD	0	1e3	0	h2o_c + h_c + gua_c --> nh4_c + xan_c	Guanine deaminase	b2883	Nucleotide Salvage Pathway
GUAPRT	0	1e3	0	prpp_c + gua_c --> ppi_c + gmp_c	Guanine phosphoribosyltransferase	b0238 or b0125	Nucleotide Salvage Pathway
GUAt2pp	0	1e3	0	h_p + gua_p --> h_c + gua_c	Guanine transport in via proton symport (periplasm)	b3654	Transport, Inner Membrane
GUAtex	-1e3	1e3	0	gua_e <==> gua_p	Guanine transport via diffusion (extracellular to periplasm)	b0411	Transport, Outer Membrane
GUAtpp	-1e3	1e3	0	gua_p <==> gua_c	Guanine transport via diffusion (periplasm)		Transport, Inner Membrane
GUI1	-1e3	1e3	0	glcur_c <==> fruur_c	Glucuronate isomerase (D-glucuronate)	b3092	Alternate Carbon Metabolism
GUI2	-1e3	1e3	0	galur_c <==> tagur_c	Glucuronate isomerase (D-galacturonate)	b3092	Alternate Carbon Metabolism
GUR1PPpp	0	1e3	0	h2o_p + glcur1p_p --> pi_p + glcur_p	Glucuronate 1-phosphate phosphatase (periplasm)		Alternate Carbon Metabolism
H2O2tex	-1e3	1e3	0	h2o2_e <==> h2o2_p	Hydrogen peroxide transport via diffusion (external)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
H2Otex	-1e3	1e3	0	h2o_e <==> h2o_p	H2O transport via diffusion (extracellular to periplasm)	s0001 or b0957 or b3875 or b2215 or b0241 or b1319 or b1377 or b0929	Transport, Outer Membrane Porin
H2Otpp	-1e3	1e3	0	h2o_p <==> h2o_c	H2O transport via diffusion (periplasm)	s0001 or b0875	Transport, Inner Membrane
H2SO	0	1e3	0	(2) o2_c + h2s_c --> (2) h_c + so4_c	Hydrogen sulfide oxidation		Inorganic Ion Transport and Metabolism
H2St1pp	0	1e3	0	h2s_c --> h2s_p	H2s transport (periplasm)	s0001	Transport, Inner Membrane
H2Stex	-1e3	1e3	0	h2s_e <==> h2s_p	H2s transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
H2tex	-1e3	1e3	0	h2_e <==> h2_p	Hydrogen transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
H2tpp	-1e3	1e3	0	h2_p <==> h2_c	Hydrogen transport diffusion (periplasm)	s0001	Transport, Inner Membrane
HACD1	-1e3	1e3	0	h_c + nadh_c + aacoa_c <==> nad_c + 3hbcoa_c	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	b3846 or b2341	Membrane Lipid Metabolism
HACD2	-1e3	1e3	0	h_c + nadh_c + 3ohcoa_c <==> nad_c + 3hhcoa_c	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	b3846 or b2341	Membrane Lipid Metabolism
HACD3	-1e3	1e3	0	h_c + nadh_c + 3oocoa_c <==> nad_c + 3hocoa_c	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	b3846 or b2341	Membrane Lipid Metabolism
HACD4	-1e3	1e3	0	h_c + nadh_c + 3odcoa_c <==> nad_c + 3hdcoa_c	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	b3846 or b2341	Membrane Lipid Metabolism
HACD5	-1e3	1e3	0	h_c + nadh_c + 3oddcoa_c <==> nad_c + 3hddcoa_c	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	b3846 or b2341	Membrane Lipid Metabolism
HACD6	-1e3	1e3	0	h_c + nadh_c + 3otdcoa_c <==> nad_c + 3htdcoa_c	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	b3846 or b2341	Membrane Lipid Metabolism
